Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
220;21101120351;"Dearq";journal;"20113188, 2215969X";"Universidad de los Andes, Colombia";Yes;Yes;0,143;Q4;4;24;84;422;11;72;0,09;17,58;50,00;0;13;Colombia;Latin America;"Universidad de los Andes, Colombia";"2019-2025";"Architecture (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
221;21100790721;"Italian Journal of Planning Practice";journal;"2239267X";"University of Rome La Sapienza";Yes;Yes;0,143;Q4;10;2;15;119;5;15;0,50;59,50;50,00;0;1;Italy;Western Europe;"University of Rome La Sapienza";"2011-2024";"Architecture (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
222;7400153107;"Architektura a Urbanizmus";journal;"00448680";"Slovak Academy of Sciences";Yes;No;0,142;Q4;6;21;68;988;19;51;0,20;47,05;39,13;0;15;Slovakia;Eastern Europe;"Slovak Academy of Sciences";"2007-2024";"Architecture (Q3); Conservation (Q3); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
223;33154;"Journal of Architectural and Planning Research";journal;"07380895";"Locke Science Publishing Company Inc.";No;No;0,142;Q4;34;0;6;0;2;6;0,33;0,00;0,00;0;0;United States;Northern America;"Locke Science Publishing Company Inc.";"1984-2019, 2022";"Architecture (Q3); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Engineering; Environmental Science; Social Sciences"
224;21100258855;"International Journal of Architectonic, Spatial, and Environmental Design";journal;"23251662, 23251670";"Common Ground Research Networks";No;No;0,141;Q4;5;17;57;635;10;56;0,21;37,35;50,00;0;7;United States;Northern America;"Common Ground Research Networks";"2012-2025";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
225;17700155703;"Revista 180";journal;"07182309";"Universidad Diego Portales";Yes;Yes;0,141;Q4;8;18;74;571;10;68;0,15;31,72;44,83;0;9;Chile;Latin America;"Universidad Diego Portales";"2005-2024";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
226;21101183475;"Architectural Studies";journal;"2411801X, 27867374";"Lviv Polytechnic National University";Yes;No;0,137;Q4;5;29;51;1056;35;51;1,40;36,41;37,04;0;22;Ukraine;Eastern Europe;"Lviv Polytechnic National University";"2019-2024";"Architecture (Q3); Building and Construction (Q4); Civil and Structural Engineering (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
227;21101125526;"Docomomo Journal";journal;"27731634, 13803204";"Docomomo International";Yes;No;0,136;Q4;3;33;86;495;13;75;0,21;15,00;50,00;0;17;Netherlands;Western Europe;"Docomomo International";"2019-2024";"Architecture (Q3); Urban Studies (Q4)";"Engineering; Social Sciences"
228;21100937446;"On the W@terfront";journal;"11397365";"Universitat de Barcelona";Yes;Yes;0,135;Q4;5;2;35;151;13;35;0,30;75,50;33,33;0;2;Spain;Western Europe;"Universitat de Barcelona";"2019-2025";"Visual Arts and Performing Arts (Q2); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
229;21100874742;"Springer Geography";book series;"21943168, 2194315X";"Springer Nature";No;No;0,135;Q4;21;231;495;8459;204;4;0,47;36,62;0,00;0;129;Germany;Western Europe;"Springer Nature";"2012-2025";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4); Urban Studies (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
230;21101017886;"Proceedings of the International Conference of Architectural Science Association";conference and proceedings;"22093850";"Architectural Science Association";No;No;0,135;-;5;0;118;0;20;114;0,17;0,00;0,00;0;0;Australia;Pacific Region;"Architectural Science Association";"2019-2020, 2022-2023";"Architecture; Building and Construction; Environmental Engineering; Management, Monitoring, Policy and Law; Renewable Energy, Sustainability and the Environment; Urban Studies";"Energy; Engineering; Environmental Science; Social Sciences"
231;21100238630;"Revista Proyecto, Progreso, Arquitectura";journal;"21716897, 21731616";"University of Sevilla, School of Architecture";Yes;Yes;0,134;Q4;5;15;58;460;11;58;0,09;30,67;48,28;0;9;Spain;Western Europe;"University of Sevilla, School of Architecture";"2010-2024";"History (Q2); Visual Arts and Performing Arts (Q2); Architecture (Q3); Arts and Humanities (miscellaneous) (Q3); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
232;21100851818;"Anales de Geografia de la Universidad Complutense";journal;"19882378, 02119803";"Universidad Complutense Madrid";Yes;Yes;0,133;Q4;13;25;69;901;19;69;0,25;36,04;23,40;0;12;Spain;Western Europe;"Universidad Complutense Madrid";"2011-2024";"Geography, Planning and Development (Q4); Urban Studies (Q4)";"Social Sciences"
233;21101198588;"Crime and City in History";book series;"24682268";"Brill Academic Publishers";No;No;0,133;Q4;0;1;1;1302;0;1;0,00;1302,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2016, 2020-2021";"Safety Research (Q4); Urban Studies (Q4)";"Social Sciences"
234;21100869512;"Festival dell'Architettura Magazine";journal;"20390491";"Festival Architettura Edizioni";Yes;Yes;0,133;Q4;3;12;259;225;18;255;0,05;18,75;50,00;0;2;Italy;Western Europe;"Festival Architettura Edizioni";"2018-2024";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
235;21101032724;"Modulo Arquitectura CUC";journal;"23897732, 01246542";"Universidad de la Costa";No;No;0,133;Q4;3;3;46;71;18;46;0,41;23,67;28,57;0;3;Colombia;Latin America;"Universidad de la Costa";"2019-2024";"Visual Arts and Performing Arts (Q2); Architecture (Q3); Arts and Humanities (miscellaneous) (Q3); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
236;4900153503;"Projections";journal;"2638342X, 15356191";"MIT Department of Urban Studies and Planning";No;No;0,133;Q4;8;4;1;199;0;1;0,00;49,75;50,00;0;2;United States;Northern America;"MIT Department of Urban Studies and Planning";"2004, 2006-2008, 2010-2011, 2014, 2016-2017, 2019-2020, 2023-2024";"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
237;19700186945;"Journal of Urban and Environmental Engineering";journal;"19823932";"Universidade Federal da Paraiba";Yes;Yes;0,131;Q4;21;0;44;0;14;44;0,19;0,00;0,00;0;0;Brazil;Latin America;"Universidade Federal da Paraiba";"2007-2023";"Environmental Engineering (Q4); Urban Studies (Q4)";"Environmental Science; Social Sciences"
238;21100206248;"Territorio";journal;"18258689, 22396330";"FrancoAngeli Edizioni";No;No;0,128;Q4;13;8;314;216;46;302;0,05;27,00;37,50;0;3;Italy;Western Europe;"FrancoAngeli Edizioni";"2012-2024";"Visual Arts and Performing Arts (Q2); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
239;21100440513;"Urbanities";journal;"22395725";"Il Denaro Group";Yes;No;0,127;Q4;7;10;62;351;14;62;0,26;35,10;46,15;0;5;Italy;Western Europe;"Il Denaro Group";"2015-2024";"Anthropology (Q4); Urban Studies (Q4)";"Social Sciences"
240;21101038703;"Australasian Journal of Popular Culture";journal;"20455852, 20455860";"Intellect Ltd.";No;No;0,124;Q4;4;16;37;689;4;33;0,11;43,06;47,37;0;2;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
241;21101123942;"Legado de Arquitectura y Diseno";journal;"20073615, 2448749X";"Universidad Autonoma del Estado de Mexico";Yes;Yes;0,124;Q4;2;35;82;778;5;82;0,05;22,23;32,86;0;16;Mexico;Latin America;"Universidad Autonoma del Estado de Mexico";"2019-2024";"Visual Arts and Performing Arts (Q2); Arts and Humanities (miscellaneous) (Q3); Architecture (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
242;21280;"London Journal";journal;"17496322, 03058034";"Maney Publishing";No;No;0,124;Q4;16;18;47;160;14;46;0,35;8,89;38,89;0;6;United Kingdom;Western Europe;"Maney Publishing";"1975-1987, 1989-2024";"Geography, Planning and Development (Q4); Urban Studies (Q4)";"Social Sciences"
243;21100842804;"Sociologia Urbana e Rurale";journal;"03924939, 19718403";"FrancoAngeli Edizioni";No;No;0,124;Q4;7;35;102;1511;15;102;0,05;43,17;49,29;0;18;Italy;Western Europe;"FrancoAngeli Edizioni";"2017-2024";"Demography (Q4); Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)";"Environmental Science; Social Sciences"
244;21100296228;"Metszet";journal;"20612710";"Artifex Kiado Kft";No;No;0,123;Q4;2;43;138;254;7;121;0,04;5,91;26,83;0;12;Hungary;Eastern Europe;"Artifex Kiado Kft";"2014-2024";"Conservation (Q3); Visual Arts and Performing Arts (Q3); Architecture (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
245;21100940523;"In_Bo";journal;"20361602";"Universita di Bologna";Yes;No;0,122;Q4;2;33;78;1099;5;74;0,10;33,30;39,53;0;17;Italy;Western Europe;"Universita di Bologna";"2019-2024";"Visual Arts and Performing Arts (Q3); Architecture (Q4); Building and Construction (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
246;21100307473;"Sud-Ouest Europeen";book series;"12764930";"Presses Universitaires du Mirail";No;No;0,122;Q4;6;0;42;0;6;39;0,11;0,00;0,00;0;0;France;Western Europe;"Presses Universitaires du Mirail";"2008-2022";"Demography (Q4); Earth-Surface Processes (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Earth and Planetary Sciences; Social Sciences"
247;21100307490;"Cahiers des Ameriques Latines";book series;"11417161";"Institut des Hautes Etudes de l'Amerique Latine (IHEAL)";Yes;Yes;0,121;Q4;7;17;125;898;19;107;0,13;52,82;42,11;0;5;France;Western Europe;"Institut des Hautes Etudes de l'Amerique Latine (IHEAL)";"1972, 1976, 1979, 1987, 2001-2002, 2012-2024";"Cultural Studies (Q3); Demography (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)";"Social Sciences"
248;21101125543;"European Journal of Creative Practices in Cities and Landscapes";journal;"26120496";"Department of Architecture, University of Bologna";Yes;Yes;0,121;Q4;6;0;70;0;15;65;0,10;0,00;0,00;0;0;Italy;Western Europe;"Department of Architecture, University of Bologna";"2018-2023";"Cultural Studies (Q3); Architecture (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
249;21101034122;"Espaces et Societes";journal;"00140481, 19618700";"ERES";No;No;0,118;Q4;4;30;97;865;25;92;0,15;28,83;42,42;0;1;France;Western Europe;"ERES";"1991, 2019-2024";"Demography (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Social Sciences"
250;21100933894;"Plan Journal";journal;"25317644, 26117487";"Maggioli S.p.a.";No;No;0,118;Q4;5;22;69;595;8;60;0,09;27,05;40,63;0;14;Italy;Western Europe;"Maggioli S.p.a.";"2016-2024";"Architecture (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
251;21101107571;"Anales de Investigacion en Arquitectura";journal;"23011505, 23011513";"Universidad ORT Uruguay";Yes;Yes;0,116;Q4;2;26;64;735;6;61;0,13;28,27;34,21;0;16;Uruguay;Latin America;"Universidad ORT Uruguay";"2019-2024";"Architecture (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
252;21100407611;"International Comparative Social Studies";book series;"15684474";"Brill Academic Publishers";No;No;0,116;Q4;10;46;19;2472;3;2;0,00;53,74;0,00;0;9;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2013, 2015-2021, 2023-2025";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)";"Social Sciences"
253;21101066733;"Yillik: Annual of Istanbul Studies";journal;"26875012, 26875691";"Suna ve Inan Kirac Vakfi Kultur Sanat Isletmesi";No;No;0,116;Q4;4;0;37;0;15;34;0,50;0,00;0,00;0;0;Turkey;Middle East;"Suna ve Inan Kirac Vakfi Kultur Sanat Isletmesi";"2019-2023";"Archeology (arts and humanities) (Q3); Arts and Humanities (miscellaneous) (Q3); History (Q3); Visual Arts and Performing Arts (Q3); Anthropology (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
254;21100780699;"A+BE Architecture and the Built Environment";book series;"22147233, 22123202";"TU Delft Open";Yes;No;0,115;Q4;6;41;313;1560;15;173;0,04;38,05;75,00;0;19;Netherlands;Western Europe;"TU Delft Open";"2016-2018, 2021-2024";"History (Q3); Architecture (Q4); Building and Construction (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
255;21100935004;"Ri-Vista";journal;"17246768";"Firenze University Press";Yes;Yes;0,115;Q4;4;18;120;378;18;104;0,09;21,00;60,00;0;12;Italy;Western Europe;"Firenze University Press";"2019-2024";"Architecture (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4); Renewable Energy, Sustainability and the Environment (Q4); Urban Studies (Q4)";"Energy; Engineering; Environmental Science; Social Sciences"
256;7200153147;"Territoire en Mouvement";journal;"19544863";"Universite des Sciences et Technologiques de Lille";Yes;Yes;0,115;Q4;8;20;94;725;13;87;0,18;36,25;64,29;0;15;France;Western Europe;"Universite des Sciences et Technologiques de Lille";"2006-2008, 2011-2024";"Geography, Planning and Development (Q4); Urban Studies (Q4)";"Social Sciences"
257;21101151611;"Architecture Research";journal;"15805573, 15816974";"University of Ljubljana, Faculty of Architecture";Yes;Yes;0,114;Q4;1;8;27;181;1;13;0,00;22,63;0,00;0;0;Slovenia;Eastern Europe;"University of Ljubljana, Faculty of Architecture";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Conservation (Q3); Visual Arts and Performing Arts (Q3); Architecture (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
258;21100826749;"REHABEND";conference and proceedings;"23868198";"University of Cantabria - Building Technology R&amp;D Group";No;No;0,113;-;6;276;280;3981;27;279;0,10;14,42;40,48;0;105;Spain;Western Europe;"University of Cantabria - Building Technology R&amp;D Group";"2014, 2016-2018, 2020, 2022, 2024";"Building and Construction; Cultural Studies; Geography, Planning and Development; Mechanics of Materials; Urban Studies";"Engineering; Social Sciences"
259;21100241714;"Transsylvania Nostra";journal;"18425631";"Transsylvania Nostra Foundation";No;No;0,111;Q4;3;1;37;34;1;31;0,06;34,00;50,00;0;1;Romania;Eastern Europe;"Transsylvania Nostra Foundation";"2013-2022, 2024";"History (Q3); Archeology (Q4); Archeology (arts and humanities) (Q4); Conservation (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
260;24983;"Urban History Review";journal;"07030428";"University of Toronto Press";No;No;0,111;Q4;13;12;35;541;2;31;0,07;45,08;75,00;0;7;Canada;Northern America;"University of Toronto Press";"1978-2012, 2014-2024";"History (Q3); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
261;12100155657;"Mundo Agrario";journal;"15155994";"Universidad Nacional de La Plata";Yes;Yes;0,108;Q4;11;30;74;1200;13;73;0,10;40,00;60,38;0;17;Argentina;Latin America;"Universidad Nacional de La Plata";"2008-2024";"History (Q3); Agricultural and Biological Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Industrial Relations (Q4); Urban Studies (Q4)";"Agricultural and Biological Sciences; Arts and Humanities; Business, Management and Accounting; Social Sciences"
262;21101033195;"Ochrona Zabytkow";journal;"29566606, 00298247";"Narodowy Instytut Dziedzictwa";No;No;0,108;Q4;1;29;49;867;5;40;0,08;29,90;69,05;0;10;Poland;Eastern Europe;"Narodowy Instytut Dziedzictwa";"2019-2024";"History (Q3); Visual Arts and Performing Arts (Q3); Archeology (arts and humanities) (Q4); Architecture (Q4); Conservation (Q4); Nature and Landscape Conservation (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Environmental Science; Social Sciences"
263;21100852130;"Studii de Istoria si Teoria Arhitecturii";journal;"23446544, 24571687";"Editura Universitara Ion Mincu";Yes;Yes;0,107;Q4;2;0;73;0;3;69;0,03;0,00;0,00;0;0;Romania;Eastern Europe;"Editura Universitara Ion Mincu";"2017-2023";"History (Q3); Conservation (Q4); Safety, Risk, Reliability and Quality (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
264;21101037308;"Journal of Urban Cultural Studies";journal;"20509790, 20509804";"Intellect Ltd.";No;No;0,106;Q4;4;19;42;651;3;39;0,11;34,26;35,71;0;10;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2024";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
265;21100203523;"Journal of Architecture and Planning";journal;"16068238";"College of Architecture and Planning, Chung Hua University";No;No;0,105;Q4;4;1;15;16;1;15;0,00;16,00;66,67;0;1;China;Asiatic Region;"College of Architecture and Planning, Chung Hua University";"2011-2024";"Architecture (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
266;21100230900;"Mediterranee";journal;"00258296, 17608538";"Presses Universitaires de Provence";No;No;0,105;Q4;12;0;35;0;7;32;0,25;0,00;0,00;0;0;France;Western Europe;"Presses Universitaires de Provence";"2011, 2013-2018, 2020-2022";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Earth and Planetary Sciences; Social Sciences"
267;21101188860;"Argument (Romania)";journal;"25016334, 20674252";"Ion Mincu University of Architecture and Urbanism in Bucharest";Yes;Yes;0,104;Q4;1;22;17;411;1;16;0,06;18,68;65,22;0;12;Romania;Eastern Europe;"Ion Mincu University of Architecture and Urbanism in Bucharest";"2023-2024";"Visual Arts and Performing Arts (Q3); Architecture (Q4); History (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
268;21101265944;"Iraqi Journal of Architecture and Planning";journal;"26179555, 26179547";"University of Technology - Iraq";Yes;Yes;0,104;Q4;2;10;38;291;9;38;0,26;29,10;16,67;0;7;Iraq;Middle East;"University of Technology - Iraq";"2020-2025";"Computer Graphics and Computer-Aided Design (Q4); Cultural Studies (Q4); Environmental Science (miscellaneous) (Q4); Urban Studies (Q4)";"Computer Science; Environmental Science; Social Sciences"
269;21101209908;"Estoa";journal;"13907263, 13909274";"Centro de investigacion de la Facultad de Arquitectura y Urbanismo, Universidad de Cuenca";Yes;Yes;0,103;Q4;1;30;28;988;3;26;0,11;32,93;54,10;0;14;Ecuador;Latin America;"Centro de investigacion de la Facultad de Arquitectura y Urbanismo, Universidad de Cuenca";"2023-2025";"Architecture (Q4); Building and Construction (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
270;17600155119;"Histoire Urbaine";journal;"16280482";"Societe Francaise d'Histoire Urbaine";Yes;No;0,103;Q4;9;10;93;485;6;81;0,03;48,50;11,11;0;0;France;Western Europe;"Societe Francaise d'Histoire Urbaine";"2000-2024";"Geography, Planning and Development (Q4); History (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
271;21100870840;"Mesto a Dejiny";journal;"13390163";"Pavol Jozef Safarik University in Kosice, Department of History, Faculty of Arts";No;No;0,103;Q4;3;5;36;474;8;35;0,13;94,80;50,00;0;2;Slovakia;Eastern Europe;"Pavol Jozef Safarik University in Kosice, Department of History, Faculty of Arts";"2018-2024";"History (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
272;19700200902;"Building and Landscapes";journal;"19360886, 19346832";"University of Minnesota Press";No;No;0,101;Q4;7;9;33;484;2;21;0,10;53,78;71,43;0;1;United States;Northern America;"University of Minnesota Press";"2010-2024";"Architecture (Q4); Urban Studies (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Engineering; Social Sciences"
273;6000155454;"Fabrications";journal;"21644756, 10331867";"Routledge";No;No;0,101;Q4;7;16;78;252;5;63;0,05;15,75;81,25;0;7;United Kingdom;Western Europe;"Routledge";"1989, 1991, 1993-1995, 2015-2024";"Urban Studies (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Social Sciences"
274;21100283786;"Historia Urbana";journal;"1221650X";"Publishing House of the Romanian Academy";No;No;0,101;Q4;2;0;41;0;2;40;0,03;0,00;0,00;0;0;Romania;Eastern Europe;"Publishing House of the Romanian Academy";"2013-2023";"History (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
275;21101111728;"Clovek, Stavba a Uzemni Planovani - Man, Building and Urban Planning";conference and proceedings;"23367687, 23367695";"Czech Technical University, Faculty of Civil Engineering";No;No;0,101;-;1;0;59;0;0;51;0,00;0,00;0,00;0;0;Czech Republic;Eastern Europe;"Czech Technical University, Faculty of Civil Engineering";"2021-2023";"Civil and Structural Engineering; Geography, Planning and Development; Urban Studies";"Engineering; Social Sciences"
276;16400154734;"A + U-Architecture and Urbanism";journal;"03899160";"Japan Architects Co., Ltd.";No;No;0,100;Q4;3;184;733;94;0;652;0,00;0,51;43,33;0;2;Japan;Asiatic Region;"Japan Architects Co., Ltd.";"2002-2024";"Architecture (Q4); Urban Studies (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Engineering; Social Sciences"
277;21100236216;"Forum Stadt";journal;"01709364";"BAG - Verlag";No;No;0,100;Q4;3;23;96;869;1;86;0,00;37,78;32,00;0;3;Germany;Western Europe;"BAG - Verlag";"2011, 2013-2024";"Geography, Planning and Development (Q4); History (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
278;5900152753;"Harvard Design Magazine";journal;"10934421";"Harvard University";No;No;0,100;Q4;8;0;78;0;2;66;0,04;0,00;0,00;0;0;United States;Northern America;"Harvard University";"2009-2019, 2021-2022";"Architecture (Q4); Urban Studies (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Engineering; Social Sciences"
279;21101052847;"Journal of Infrastructure, Policy and Development (discontinued)";journal;"25727931, 25727923";"EnPress Publisher, LLC";No;No;;-;14;1640;102;88957;273;102;2,77;54,24;39,29;1;1089;United States;Northern America;"EnPress Publisher, LLC";"2017-2024";"Development; Public Administration; Social Sciences (miscellaneous); Urban Studies";"Social Sciences"
