Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
221;26459;"Latin American Politics and Society";journal;"15482456, 1531426X";"Cambridge University Press";No;No;0,646;Q2;56;45;90;3102;150;82;1,41;68,93;30,95;4;22;United States;Northern America;"Cambridge University Press";"2001-2025";"Political Science and International Relations (Q1); Sociology and Political Science (Q1); Geography, Planning and Development (Q2)";"Social Sciences"
222;13953;"Journal of Urban Design";journal;"14699664, 13574809";"Routledge";No;No;0,642;Q2;64;60;109;3108;228;98;2,00;51,80;44,12;0;39;United Kingdom;Western Europe;"Routledge";"1996-2025";"Arts and Humanities (miscellaneous) (Q1); Urban Studies (Q1); Geography, Planning and Development (Q2)";"Arts and Humanities; Social Sciences"
223;28772;"GeoJournal";journal;"15729893, 03432521";"Springer Science and Business Media Deutschland GmbH";No;No;0,639;Q2;87;247;918;15553;3032;916;3,03;62,97;36,86;0;206;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1977-2002, 2004-2025";"Geography, Planning and Development (Q2)";"Social Sciences"
224;19700201157;"Urban Research and Practice";journal;"17535069, 17535077";"Taylor and Francis Ltd.";No;No;0,638;Q2;38;57;109;3296;279;106;2,49;57,82;46,85;4;37;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2025";"Urban Studies (Q1); Geography, Planning and Development (Q2)";"Social Sciences"
225;26522;"Mediterranean Politics";journal;"17439418, 13629395";"Routledge";No;No;0,634;Q2;42;83;110;4839;232;92;1,93;58,30;39,13;11;42;United Kingdom;Western Europe;"Routledge";"1996-2025";"Political Science and International Relations (Q1); Geography, Planning and Development (Q2)";"Social Sciences"
226;27613;"Canadian Geographies/Geographies Canadiennes";trade journal;"15410064, 00083658";"John Wiley and Sons Inc";No;No;0,632;Q2;56;4;126;201;250;117;1,87;50,25;58,33;1;4;United States;Northern America;"John Wiley and Sons Inc";"1950, 1952-2024";"Earth-Surface Processes (Q2); Geography, Planning and Development (Q2)";"Earth and Planetary Sciences; Social Sciences"
227;21100803393;"Journal of Palaeogeography";journal;"20953836, 25244507";"Elsevier B.V.";Yes;No;0,629;Q2;34;54;93;4652;244;93;2,30;86,15;31,85;0;8;Netherlands;Western Europe;"Elsevier B.V.";"2012-2025";"Earth-Surface Processes (Q2); Geography, Planning and Development (Q2); Paleontology (Q2)";"Earth and Planetary Sciences; Social Sciences"
228;50171;"International Development Planning Review";journal;"14783401, 14746743";"Liverpool University Press";No;No;0,626;Q2;43;21;66;1249;146;65;1,56;59,48;56,60;0;18;United Kingdom;Western Europe;"Liverpool University Press";"2002-2025";"Development (Q2); Geography, Planning and Development (Q2)";"Social Sciences"
229;21100970323;"Sustainable and Resilient Infrastructure";journal;"23789689, 23789697";"Taylor and Francis Ltd.";No;No;0,626;Q2;28;48;143;3116;484;135;2,86;64,92;33,08;0;35;United States;Northern America;"Taylor and Francis Ltd.";"2016-2025";"Building and Construction (Q2); Civil and Structural Engineering (Q2); Geography, Planning and Development (Q2); Safety, Risk, Reliability and Quality (Q2)";"Engineering; Social Sciences"
230;21100827893;"Sustainable Development of Mountain Territories";journal;"19984502, 2499975X";"North Caucasian Institute of Mining and Metallurgy, State Technological University";Yes;No;0,626;Q2;19;112;234;3192;486;233;2,36;28,50;44,37;0;62;Russian Federation;Eastern Europe;"North Caucasian Institute of Mining and Metallurgy, State Technological University";"2011-2024";"Sociology and Political Science (Q1); Earth and Planetary Sciences (miscellaneous) (Q2); Geography, Planning and Development (Q2); Management, Monitoring, Policy and Law (Q2); Mechanical Engineering (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Earth and Planetary Sciences; Energy; Engineering; Environmental Science; Social Sciences"
231;15400;"Review of Development Economics";journal;"14679361, 13636669";"Wiley-Blackwell Publishing Ltd";No;No;0,625;Q2;65;121;313;7269;825;312;2,75;60,07;29,55;6;110;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1997-2025";"Development (Q2); Geography, Planning and Development (Q2)";"Social Sciences"
232;21101042147;"Progress in Geography";journal;"10076301";"Editorial office of PROGRESS IN GEOGRAPHY";No;No;0,620;Q2;26;177;542;9553;1384;542;2,42;53,97;41,70;0;133;China;Asiatic Region;"Editorial office of PROGRESS IN GEOGRAPHY";"2019-2025";"Earth and Planetary Sciences (miscellaneous) (Q2); Ecology (Q2); Geography, Planning and Development (Q2); Nature and Landscape Conservation (Q2)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
233;21101141748;"Urban Science";journal;"24138851";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,618;Q2;29;263;310;17708;1128;306;3,45;67,33;39,09;0;241;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2019-2025";"Urban Studies (Q1); Environmental Science (miscellaneous) (Q2); Geography, Planning and Development (Q2); Pollution (Q2); Waste Management and Disposal (Q2)";"Environmental Science; Social Sciences"
234;14850;"Journal of International Development";journal;"10991328, 09541748";"John Wiley and Sons Ltd";No;No;0,616;Q2;83;160;265;10450;717;260;2,58;65,31;35,84;7;114;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1989-2025";"Development (Q2); Geography, Planning and Development (Q2)";"Social Sciences"
235;5400152709;"Journal of Mountain Science";journal;"19930321, 16726316";"Science Press";No;No;0,615;Q2;60;267;716;16069;2056;715;2,69;60,18;29,82;0;118;China;Asiatic Region;"Science Press";"2007-2025";"Earth-Surface Processes (Q2); Geography, Planning and Development (Q2); Geology (Q2); Nature and Landscape Conservation (Q2); Global and Planetary Change (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
236;58724;"Archaeological Dialogues";journal;"13802038, 14782294";"Cambridge University Press";No;No;0,614;Q2;39;4;48;143;55;29;1,37;35,75;66,67;0;1;United Kingdom;Western Europe;"Cambridge University Press";"1994-2025";"Archeology (Q1); Arts and Humanities (miscellaneous) (Q1); Geography, Planning and Development (Q2)";"Arts and Humanities; Social Sciences"
237;28256;"Nationalities Papers";journal;"14653923, 00905992";"Cambridge University Press";No;No;0,613;Q2;38;118;245;9302;453;241;1,91;78,83;41,86;1;19;United Kingdom;Western Europe;"Cambridge University Press";"1972-1985, 1987-2025";"History (Q1); Political Science and International Relations (Q1); Geography, Planning and Development (Q2)";"Arts and Humanities; Social Sciences"
238;19900193635;"Journal of Maps";journal;"17445647";"Taylor and Francis Ltd.";Yes;No;0,610;Q2;51;97;327;4695;773;318;2,09;48,40;37,38;0;24;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2025";"Earth and Planetary Sciences (miscellaneous) (Q2); Geography, Planning and Development (Q2)";"Earth and Planetary Sciences; Social Sciences"
239;14979;"ACME";journal;"14929732";"Okanagan University College";Yes;Yes;0,606;Q2;48;42;121;1106;241;120;1,80;26,33;74,63;0;7;Canada;Northern America;"Okanagan University College";"2002-2004, 2006-2025";"Geography, Planning and Development (Q2)";"Social Sciences"
240;12440;"Professional Geographer";journal;"14679272, 00330124";"Taylor and Francis Ltd.";No;No;0,606;Q2;93;79;223;3450;528;214;2,25;43,67;43,27;0;34;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1949-2025";"Earth-Surface Processes (Q2); Geography, Planning and Development (Q2)";"Earth and Planetary Sciences; Social Sciences"
241;21101178123;"ZFW - Advances in Economic Geography";journal;"27481956, 27481964";"Walter de Gruyter GmbH";No;No;0,606;Q2;23;15;55;1039;133;52;2,76;69,27;20,00;0;10;Germany;Western Europe;"Walter de Gruyter GmbH";"2022-2025";"Economics and Econometrics (Q2); Geography, Planning and Development (Q2)";"Economics, Econometrics and Finance; Social Sciences"
242;21100832225;"Geo: Geography and Environment";journal;"20544049";"Wiley-Blackwell Publishing Ltd";Yes;No;0,605;Q2;22;28;28;1987;117;26;4,17;70,96;43,48;1;21;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2014-2024";"Geography, Planning and Development (Q2); Management, Monitoring, Policy and Law (Q2); Atmospheric Science (Q3); Global and Planetary Change (Q3)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
243;17400154814;"Applied Spatial Analysis and Policy";journal;"18744621, 1874463X";"Springer Netherlands";No;No;0,604;Q2;33;69;182;4334;485;179;2,68;62,81;36,84;1;53;Netherlands;Western Europe;"Springer Netherlands";"2009-2025";"Geography, Planning and Development (Q2)";"Social Sciences"
244;21101085533;"Socio-Ecological Practice Research";journal;"25245279, 25245287";"Springer";No;No;0,603;Q2;19;32;95;2099;242;82;2,35;65,59;42,98;0;22;Germany;Western Europe;"Springer";"2019-2025";"Urban Studies (Q1); Geography, Planning and Development (Q2); Nature and Landscape Conservation (Q2)";"Environmental Science; Social Sciences"
245;19700167025;"Spatial and Spatio-temporal Epidemiology";journal;"18775845, 18775853";"Elsevier Ltd";No;No;0,601;Q2;35;48;154;2624;367;154;2,29;54,67;35,71;1;38;United Kingdom;Western Europe;"Elsevier Ltd";"2009-2025";"Geography, Planning and Development (Q2); Infectious Diseases (Q2); Epidemiology (Q3); Health, Toxicology and Mutagenesis (Q3)";"Environmental Science; Medicine; Social Sciences"
246;16777;"Capitalism, Nature, Socialism";journal;"10455752, 15483290";"Taylor and Francis Ltd.";No;No;0,600;Q2;43;50;111;1523;194;79;1,21;30,46;26,32;0;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1988-2025";"Political Science and International Relations (Q1); Geography, Planning and Development (Q2); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
247;21101082056;"China Economic Quarterly International";journal;"26669331";"KeAi Communications Co.";Yes;No;0,597;Q2;10;21;73;834;209;73;2,60;39,71;28,57;0;18;China;Asiatic Region;"KeAi Communications Co.";"2021-2024";"Economics, Econometrics and Finance (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)";"Economics, Econometrics and Finance; Social Sciences"
248;21100897005;"Frontiers in Built Environment";journal;"22973362";"Frontiers Media SA";Yes;No;0,594;Q2;43;254;709;12736;2236;654;3,00;50,14;29,03;0;147;Switzerland;Western Europe;"Frontiers Media SA";"2015-2025";"Urban Studies (Q1); Building and Construction (Q2); Geography, Planning and Development (Q2)";"Engineering; Social Sciences"
249;21100784443;"International Journal of Sustainable Energy Planning and Management";journal;"22462929";"Aalborg University press";Yes;Yes;0,591;Q2;30;24;81;1421;212;78;2,55;59,21;35,79;0;23;Denmark;Western Europe;"Aalborg University press";"2014-2025";"Energy Engineering and Power Technology (Q2); Geography, Planning and Development (Q2); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Social Sciences"
250;12652;"Singapore Journal of Tropical Geography";journal;"14679493, 01297619";"Wiley-Blackwell Publishing Ltd";No;No;0,591;Q2;53;29;88;1918;167;61;1,87;66,14;42,86;1;21;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1980-1986, 1988-2025";"Earth-Surface Processes (Q2); Geography, Planning and Development (Q2)";"Earth and Planetary Sciences; Social Sciences"
251;11600154613;"Environmental Hazards";journal;"17477891, 18780059";"Taylor and Francis Ltd.";No;No;0,590;Q2;64;60;79;3931;246;77;2,73;65,52;39,38;3;46;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983, 1999-2003, 2005, 2007, 2009-2025";"Development (Q2); Environmental Science (miscellaneous) (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2); Global and Planetary Change (Q3)";"Environmental Science; Social Sciences"
252;24227;"Review of International Economics";journal;"09657576, 14679396";"Wiley-Blackwell Publishing Ltd";No;No;0,589;Q2;71;80;176;3774;285;174;1,29;47,18;37,10;8;50;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992-2025";"Development (Q2); Geography, Planning and Development (Q2)";"Social Sciences"
253;20727;"Europe-Asia Studies";journal;"09668136, 14653427";"Routledge";No;No;0,586;Q2;70;72;229;4844;447;217;1,68;67,28;44,54;2;24;United Kingdom;Western Europe;"Routledge";"1993-2025";"History (Q1); Economics and Econometrics (Q2); Geography, Planning and Development (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
254;16518;"Planning Perspectives";journal;"02665433, 14664518";"Routledge";No;No;0,585;Q2;36;86;176;4671;209;172;1,06;54,31;42,02;0;62;United Kingdom;Western Europe;"Routledge";"1986-2025";"Geography, Planning and Development (Q2)";"Social Sciences"
255;21100464902;"Journal of Environmental Studies and Sciences";journal;"21906491, 21906483";"Springer";No;No;0,583;Q2;41;120;182;7990;513;180;2,76;66,58;46,17;1;101;United States;Northern America;"Springer";"2011-2025";"Environmental Science (miscellaneous) (Q2); Geography, Planning and Development (Q2)";"Environmental Science; Social Sciences"
256;21101038575;"Agrarian South";journal;"23210281, 22779760";"SAGE Publications Inc.";No;No;0,581;Q2;19;22;58;1109;71;53;1,19;50,41;42,31;0;6;United States;Northern America;"SAGE Publications Inc.";"2012-2025";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1); Ecology (Q2); Geography, Planning and Development (Q2)";"Environmental Science; Social Sciences"
257;21100435556;"Regional Science Policy and Practice";journal;"17577802";"Elsevier B.V.";Yes;No;0,579;Q2;29;128;330;7067;756;310;2,30;55,21;38,67;3;92;Netherlands;Western Europe;"Elsevier B.V.";"2008-2025";"Development (Q2); Geography, Planning and Development (Q2); Management, Monitoring, Policy and Law (Q2)";"Environmental Science; Social Sciences"
258;12575;"Food and Nutrition Bulletin";journal;"03795721, 15648265";"SAGE Publications Inc.";No;No;0,578;Q2;90;38;131;1636;247;124;1,53;43,05;57,60;0;22;United States;Northern America;"SAGE Publications Inc.";"1982-2025";"Food Science (Q2); Geography, Planning and Development (Q2); Nutrition and Dietetics (Q3)";"Agricultural and Biological Sciences; Nursing; Social Sciences"
259;37958;"Geographical Review";journal;"00167428, 19310846";"Taylor and Francis Inc.";Yes;No;0,578;Q2;57;44;88;2582;199;85;2,05;58,68;48,18;0;25;United States;Northern America;"Taylor and Francis Inc.";"1969, 1973, 1976, 1979-2025";"Earth-Surface Processes (Q2); Geography, Planning and Development (Q2)";"Earth and Planetary Sciences; Social Sciences"
260;27159;"Innovation: The European Journal of Social Science Research";journal;"13511610, 14698412";"Routledge";No;No;0,577;Q2;47;113;167;7337;447;150;2,63;64,93;43,46;5;63;United Kingdom;Western Europe;"Routledge";"1988-2025";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q2); Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
261;24965;"Empirica";journal;"15736911, 03408744";"Springer Netherlands";No;No;0,576;Q2;38;43;119;2360;299;113;2,87;54,88;27,96;3;28;Netherlands;Western Europe;"Springer Netherlands";"1974-2025";"Development (Q2); Economics and Econometrics (Q2); Geography, Planning and Development (Q2)";"Economics, Econometrics and Finance; Social Sciences"
262;19700188305;"Journal of Agricultural Education and Extension";journal;"1389224X, 17508622";"Taylor and Francis Ltd.";No;No;0,574;Q2;40;62;103;3810;382;93;3,50;61,45;44,04;0;42;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Agricultural and Biological Sciences (miscellaneous) (Q1); Education (Q2); Geography, Planning and Development (Q2)";"Agricultural and Biological Sciences; Social Sciences"
263;20329;"Journal of Political Ideologies";journal;"13569317, 14699613";"Taylor and Francis Ltd.";No;No;0,574;Q2;45;47;99;217;251;94;2,52;4,62;29,51;0;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2025";"Political Science and International Relations (Q1); Geography, Planning and Development (Q2)";"Social Sciences"
