Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
467;21100860389;"International Journal of Information Technology Project Management";journal;"19380232, 19380240";"IGI Global Publishing";No;No;0,180;Q4;11;1;60;56;69;58;0,92;56,00;0,00;0;0;United States;Northern America;"IGI Global Publishing";"2017-2024";"Communication (Q3); Information Systems and Management (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
468;21101184661;"Jurnal Optimasi Sistem Industri";journal;"20884842, 24428795";"Andalas University Faculty of Engineering";Yes;Yes;0,174;Q4;5;16;46;872;37;45;0,67;54,50;52,50;0;10;Indonesia;Asiatic Region;"Andalas University Faculty of Engineering";"2019-2024";"Industrial and Manufacturing Engineering (Q3); Management Science and Operations Research (Q4); Safety, Risk, Reliability and Quality (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Engineering"
469;21101028600;"Statistica Applicata";journal;"11251964, 20385587";"ASA Associazione per la Statistica Applicata";No;No;0,173;Q4;5;5;44;172;28;40;0,58;34,40;33,33;0;1;Italy;Western Europe;"ASA Associazione per la Statistica Applicata";"2019-2024";"Applied Mathematics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
470;21101076095;"Information and Media";journal;"27836207";"Vilnius University Press";Yes;Yes;0,172;Q4;6;18;51;892;25;51;0,50;49,56;54,55;0;7;Lithuania;Eastern Europe;"Vilnius University Press";"2021-2024";"Library and Information Sciences (Q3); Media Technology (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Physics and Astronomy; Social Sciences"
471;4000149708;"International Journal of Management and Enterprise Development";journal;"17418127, 14684330";"Inderscience Enterprises Ltd";No;No;0,172;Q4;29;17;58;1121;60;57;0,86;65,94;35,14;0;7;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2003-2025";"Business and International Management (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences"
472;6400153175;"International Journal of Services Operations and Informatics";journal;"1741539X, 17415403";"Inderscience Enterprises Ltd";No;No;0,171;Q4;16;4;42;198;48;41;1,22;49,50;66,67;0;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2013, 2016-2024";"Computer Science Applications (Q4); Information Systems (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
473;21100943551;"Mathematica Applicanda";journal;"17302668, 22994009";"Polish Mathematical Society";No;No;0,169;Q4;5;5;46;151;23;46;0,51;30,20;25,00;0;0;Poland;Eastern Europe;"Polish Mathematical Society";"2018-2024";"Decision Sciences (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4)";"Decision Sciences; Mathematics"
474;144786;"Journal of Japan Industrial Management Association";journal;"13422618, 21879079";"Nihon Keikei Kogakkai";Yes;No;0,167;Q4;11;11;74;210;26;73;0,47;19,09;9,09;0;3;Japan;Asiatic Region;"Nihon Keikei Kogakkai";"2004-2025";"Applied Mathematics (Q4); Industrial and Manufacturing Engineering (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Mathematics"
475;21101183722;"Journal of Risk Analysis and Crisis Response";journal;"22108505";"Huaxi University Town, Editorial Department of JRACR";Yes;Yes;0,167;Q4;5;33;62;1601;44;62;0,64;48,52;39,06;0;18;China;Asiatic Region;"Huaxi University Town, Editorial Department of JRACR";"2019-2024";"Social Sciences (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Safety Research (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
476;21100406921;"Statistika";journal;"18048765, 0322788X";"Czech Statistical Office";Yes;Yes;0,167;Q4;10;31;88;1104;47;88;0,47;35,61;37,50;0;20;Czech Republic;Eastern Europe;"Czech Statistical Office";"2015-2024";"Economics and Econometrics (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance"
477;21100285030;"International Journal of Multicriteria Decision Making";journal;"20401078, 2040106X";"Inderscience";No;No;0,166;Q4;15;4;26;155;16;26;0,75;38,75;10,00;0;3;Switzerland;Western Europe;"Inderscience";"2010-2019, 2021-2024";"Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
478;21101270641;"Tasmimgiri va Tahqiq dar Amaliyyat";journal;"26766159, 25385097";"Research Expansion Alliance (REA)";Yes;Yes;0,164;Q4;5;62;147;2572;97;147;0,67;41,48;26,14;0;22;Serbia;Eastern Europe;"Research Expansion Alliance (REA)";"2021-2024";"Control and Optimization (Q4); Decision Sciences (miscellaneous) (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Mathematics"
479;21100204111;"Smart Innovation, Systems and Technologies";book series;"21903026, 21903018";"Springer Science and Business Media Deutschland GmbH";No;No;0,163;Q4;39;1456;8886;30809;4425;7958;0,51;21,16;37,40;1;511;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2010-2025";"Computer Science (miscellaneous) (Q4); Decision Sciences (miscellaneous) (Q4)";"Computer Science; Decision Sciences"
480;21101049060;"Challenges to National Defence in Contemporary Geopolitical Situation";conference and proceedings;"25388959";"General Jonas Zemaitis Military Academy of Lithuania";No;No;0,163;-;5;79;39;1727;32;38;0,82;21,86;27,49;0;20;Lithuania;Eastern Europe;"General Jonas Zemaitis Military Academy of Lithuania";"2018, 2020, 2022, 2024";"Artificial Intelligence; Computer Science Applications; Information Systems and Management; Mechanical Engineering; Political Science and International Relations; Safety Research; Safety, Risk, Reliability and Quality; Sociology and Political Science";"Computer Science; Decision Sciences; Engineering; Social Sciences"
481;21100285029;"International Journal of Information and Decision Sciences";journal;"17567017, 17567025";"Inderscience";No;No;0,162;Q4;18;20;64;883;35;64;0,61;44,15;22,64;0;6;Switzerland;Western Europe;"Inderscience";"2008-2025";"Computer Science Applications (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
482;21100825851;"International Journal of Business Performance and Supply Chain Modelling";journal;"17589401, 1758941X";"Inderscience";No;No;0,161;Q4;21;5;60;382;40;60;0,73;76,40;50,00;0;2;United Kingdom;Western Europe;"Inderscience";"2009-2024";"Business and International Management (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
483;21101260644;"Transactions on Fuzzy Sets and Systems";journal;"28210131";"Islamic Azad University";Yes;Yes;0,160;Q4;4;24;48;656;31;48;0,65;27,33;23,64;0;3;Iran;Middle East;"Islamic Azad University";"2022-2024";"Applied Mathematics (Q4); Artificial Intelligence (Q4); Information Systems and Management (Q4); Logic (Q4)";"Computer Science; Decision Sciences; Mathematics"
484;21101188857;"Journal of Economics and Management (Poland)";journal;"17321948, 27199975";"University of Economics in Katowice";Yes;Yes;0,159;Q4;3;20;18;1497;23;18;1,28;74,85;47,06;0;11;Poland;Eastern Europe;"University of Economics in Katowice";"2023-2025";"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
485;21100238614;"Journal of Applied Probability and Statistics";journal;"19306792";"ISOSS PUBLICATIONS";No;No;0,156;Q4;10;4;51;82;19;50;0,24;20,50;0,00;0;1;Pakistan;Asiatic Region;"ISOSS PUBLICATIONS";"2012-2024";"Applied Mathematics (Q4); Podiatry (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Health Professions; Mathematics"
486;21100893272;"Lecturas de Economia";journal;"23230622, 01202596";"Universidad de Antioquia";Yes;Yes;0,156;Q4;9;18;69;886;32;66;0,29;49,22;36,67;0;12;Colombia;Latin America;"Universidad de Antioquia";"2005-2024";"Sociology and Political Science (Q3); Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4); Social Sciences (miscellaneous) (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
487;21100887432;"International Journal of Intelligence, Security, and Public Affairs";journal;"23800992, 2380100X";"Taylor and Francis Ltd.";No;No;0,154;Q4;8;0;22;0;22;22;0,00;0,00;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2021";"Political Science and International Relations (Q3); Information Systems and Management (Q4); Sociology and Political Science (Q4)";"Decision Sciences; Social Sciences"
488;21100936539;"Revue Europeenne d' Economie et Management des Services";journal;"25550284, 24970107";"Editions Classiques Garnier";No;No;0,154;Q4;5;7;35;359;13;35;0,08;51,29;50,00;0;1;France;Western Europe;"Editions Classiques Garnier";"2016-2024";"Management Information Systems (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
489;21101083423;"Proceedings of the Hamburg International Conference of Logistics";conference and proceedings;"23654430, 23655070";"Institute of Business Logistics and General Management, Hamburg University of Technology";No;No;0,154;-;6;0;91;0;43;86;0,59;0,00;0,00;0;0;Germany;Western Europe;"Institute of Business Logistics and General Management, Hamburg University of Technology";"2019, 2021-2022";"Business, Management and Accounting (miscellaneous); Management Science and Operations Research";"Business, Management and Accounting; Decision Sciences"
490;21101185266;"ICSBT International Conference on Smart Business Technologies";conference and proceedings;"2184772X";"Science and Technology Publications, Lda";No;No;0,153;-;3;17;44;469;27;42;0,61;27,59;27,27;1;5;Portugal;Western Europe;"Science and Technology Publications, Lda";"2022-2024";"Business, Management and Accounting (miscellaneous); Computer Networks and Communications; Computer Science Applications; Electrical and Electronic Engineering; Information Systems and Management";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
491;21101154818;"Neuro-Fuzzy Modeling Techniques in Economics";journal;"24153516, 23063289";"Vadym Hetman Kyiv National University of Economics";No;No;0,152;Q4;6;0;18;0;12;18;0,55;0,00;0,00;0;0;Ukraine;Eastern Europe;"Vadym Hetman Kyiv National University of Economics";"2019, 2021-2023";"Applied Mathematics (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Management Science and Operations Research (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
492;21100286322;"European Conference on Information Warfare and Security, ECCWS";conference and proceedings;"20488602, 20488610";"Curran Associates Inc.";No;No;0,151;-;12;0;142;0;81;138;0,57;0,00;0,00;0;0;United States;Northern America;"Curran Associates Inc.";"2013-2020, 2022-2023";"Information Systems; Information Systems and Management; Safety, Risk, Reliability and Quality";"Computer Science; Decision Sciences; Engineering"
493;4100151706;"International Journal of Business Intelligence and Data Mining";journal;"17438195, 17438187";"Inderscience Enterprises Ltd";No;No;0,150;Q4;24;45;142;1100;75;142;0,53;24,44;50,63;0;9;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2025";"Information Systems and Management (Q4); Management Information Systems (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences"
494;21100203125;"Proceedings of the European Conference on Knowledge Management, ECKM";conference and proceedings;"20488963, 20488971";"Academic Conferences and Publishing International Limited";No;No;0,147;-;14;142;510;4630;223;501;0,46;32,61;51,15;0;50;United Kingdom;Western Europe;"Academic Conferences and Publishing International Limited";"2005-2024";"Information Systems and Management; Management Science and Operations Research";"Decision Sciences"
495;21100220467;"International Journal of Knowledge-Based Development";journal;"20404476, 20404468";"Inderscience";No;No;0,146;Q4;26;20;52;1273;32;52;0,52;63,65;42,31;0;7;Switzerland;Western Europe;"Inderscience";"2010-2024";"Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
496;21101133222;"Queueing Models and Service Management";journal;"26162687, 26162679";"Kaoyian Press";No;No;0,146;Q4;6;6;16;197;12;16;0,62;32,83;37,50;0;1;Taiwan;Asiatic Region;"Kaoyian Press";"2018-2024";"Applied Mathematics (Q4); Management Science and Operations Research (Q4); Modeling and Simulation (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
497;21101222663;"National Conference with International Participation, TELECOM";conference and proceedings;"28375246, 28375238";"Institute of Electrical and Electronics Engineers";No;No;0,146;-;1;61;1;809;1;1;1,00;13,26;22,12;0;13;United States;Northern America;"Institute of Electrical and Electronics Engineers";"2023-2024";"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems and Management";"Computer Science; Decision Sciences"
498;21100878578;"International Journal of Cyber Warfare and Terrorism";journal;"19473435, 19473443";"IGI Global Publishing";No;No;0,145;Q4;9;5;42;275;57;42;2,09;55,00;16,67;0;3;United States;Northern America;"IGI Global Publishing";"2018-2024";"Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Information Systems and Management (Q4); Safety Research (Q4); Safety, Risk, Reliability and Quality (Q4); Software (Q4)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
499;19900194804;"Journal of the Statistical and Social Inquiry Society of Ireland";journal;"00814776";"Statistical and Social Inquiry Society of Ireland";No;No;0,144;Q4;9;9;25;258;5;18;0,23;28,67;20,00;0;4;Ireland;Western Europe;"Statistical and Social Inquiry Society of Ireland";"2009-2011, 2014-2015, 2017-2024";"Economics and Econometrics (Q4); Sociology and Political Science (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
500;21101180312;"International Conference on Operations Research and Enterprise Systems";conference and proceedings;"21844372";"Science and Technology Publications, Lda";No;No;0,143;-;4;45;127;833;50;124;0,60;18,51;33,04;0;11;Portugal;Western Europe;"Science and Technology Publications, Lda";"2019-2024";"Computer Science (miscellaneous); Control and Optimization; Management Science and Operations Research; Theoretical Computer Science";"Computer Science; Decision Sciences; Mathematics"
501;21101039233;"Engineering Project Organization Journal";journal;"21573727, 21573735";"Engineering Project Organization Society (EPOS)";No;No;0,142;Q4;6;11;19;407;7;18;0,00;37,00;12,50;0;2;United States;Northern America;"Engineering Project Organization Society (EPOS)";"2019-2022, 2024";"Building and Construction (Q4); Engineering (miscellaneous) (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
502;21100853929;"International Journal of Systematic Innovation";journal;"20778767, 20777973";"The Society of Systematic Innovation";No;No;0,141;Q4;7;33;70;931;35;70;0,55;28,21;32,39;0;11;Taiwan;Asiatic Region;"The Society of Systematic Innovation";"2010-2024";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Mechanical Engineering (Q4); Multidisciplinary (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Multidisciplinary"
503;21101134686;"Proceedings - International Conference on Education and Technology, ICET";conference and proceedings;"27704807";"Institute of Electrical and Electronics Engineers";No;No;0,140;-;4;41;91;1233;57;89;0,63;30,07;43,59;0;13;United States;Northern America;"Institute of Electrical and Electronics Engineers";"2022-2024";"Computer Networks and Communications; Education; Information Systems and Management; Instrumentation; Management Information Systems; Media Technology";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Physics and Astronomy; Social Sciences"
504;27334;"Network Security";trade journal;"18729371, 13534858";"MA Healthcare Ltd";No;No;0,139;Q4;33;28;154;114;63;154;0,16;4,07;18,52;0;1;United Kingdom;Western Europe;"MA Healthcare Ltd";"1994-2024";"Computer Networks and Communications (Q4); Information Systems and Management (Q4); Safety, Risk, Reliability and Quality (Q4)";"Computer Science; Decision Sciences; Engineering"
505;200147130;"Sankhya: The Indian Journal of Statistics";journal;"09727671";"Indian Statistical Institute";No;No;0,139;Q4;21;0;19;0;3;19;0,29;0,00;0,00;0;0;India;Asiatic Region;"Indian Statistical Institute";"2005-2022";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
506;20300195019;"Risk and Decision Analysis";journal;"18759173, 15697371";"SAGE Publications Ltd";No;No;0,138;Q4;10;0;12;0;5;12;0,43;0,00;0,00;0;0;Netherlands;Western Europe;"SAGE Publications Ltd";"2009-2014, 2016-2018, 2020-2021, 2023";"Economics and Econometrics (Q4); Finance (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
507;20449;"International Journal of Manufacturing Technology and Management";journal;"13682148, 17415195";"Inderscience Enterprises Ltd";No;No;0,137;Q4;26;27;93;865;37;93;0,44;32,04;39,29;0;9;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2000-2025";"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
508;4700152877;"Journal of Agricultural and Food Information";journal;"15404722, 10496505";"Taylor and Francis Ltd.";No;No;0,137;Q4;19;1;23;28;7;16;0,17;28,00;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1993-1996, 2000, 2002-2004, 2006-2024";"Agronomy and Crop Science (Q4); Food Science (Q4); Information Systems and Management (Q4)";"Agricultural and Biological Sciences; Decision Sciences"
509;19700186899;"International Journal of Applied Systemic Studies";journal;"17510597, 17510589";"Inderscience Enterprises Ltd";No;No;0,136;Q4;11;20;35;938;20;35;0,57;46,90;41,51;0;7;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2018, 2020, 2022-2024";"Computer Science Applications (Q4); Control and Systems Engineering (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Engineering"
510;21101210641;"Journal of Korean Institute of Communications and Information Sciences";journal;"12264717, 22873880";"Korean Institute of Communications and Information Sciences";No;No;0,136;Q4;5;201;737;3370;138;737;0,20;16,77;23,33;0;28;South Korea;Asiatic Region;"Korean Institute of Communications and Information Sciences";"2020-2025";"Computer Networks and Communications (Q4); Computer Science (miscellaneous) (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences"
511;21100879012;"International Conference on Software, Knowledge Information, Industrial Management and Applications, SKIMA";conference and proceedings;"25733214, 2373082X";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,135;-;11;0;112;0;53;109;0,47;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2017-2018, 2022-2023";"Computer Science Applications; Information Systems; Information Systems and Management; Software";"Computer Science; Decision Sciences"
512;21100313916;"Boletin de Estadistica e Investigacion Operativa";journal;"23871725";"Sociedad de Estadistica e Investigacion Operativa";No;No;0,133;Q4;5;24;65;421;9;60;0,06;17,54;33,33;0;2;Spain;Western Europe;"Sociedad de Estadistica e Investigacion Operativa";"2014-2024";"Management Science and Operations Research (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences"
513;21100904665;"Contributions to Management Science";book series;"2197716X, 14311941";"Springer International Publishing";No;No;0,133;Q4;27;291;1074;13281;851;1;0,94;45,64;0,00;0;130;Switzerland;Western Europe;"Springer International Publishing";"2005-2025";"Business and International Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
514;21100823806;"Series on Concrete and Applicable Mathematics";book series;"17931142";"World Scientific";No;No;0,133;Q4;2;0;3;0;1;1;0,33;0,00;0,00;0;0;Singapore;Asiatic Region;"World Scientific";"2017, 2022-2023";"Algebra and Number Theory (Q4); Applied Mathematics (Q4); Computational Mathematics (Q4); Discrete Mathematics and Combinatorics (Q4); Management Science and Operations Research (Q4); Mathematical Physics (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4)";"Decision Sciences; Mathematics"
515;21100862481;"ACRN Journal of Finance and Risk Perspectives";journal;"23057394";"ACRN Oxford Ltd.";Yes;No;0,132;Q4;8;0;24;0;15;24;0,60;0,00;0,00;0;0;United Kingdom;Western Europe;"ACRN Oxford Ltd.";"2017-2023";"Accounting (Q4); Business and International Management (Q4); Finance (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
516;21100244402;"Studies in Classification, Data Analysis, and Knowledge Organization";book series;"21983321, 14318814";"Springer Science and Business Media Deutschland GmbH";No;No;0,132;Q4;25;48;200;889;52;186;0,23;18,52;43,27;0;9;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2005, 2007-2008, 2010-2024";"Analysis (Q4); Computer Science Applications (Q4); Information Systems (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Mathematics"
517;12364;"International Journal of Information and Management Sciences";journal;"10171819";"Tamkang University";No;No;0,131;Q4;27;20;60;686;20;60;0,28;34,30;41,03;0;8;Taiwan;Asiatic Region;"Tamkang University";"1996-2024";"Control and Systems Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
518;21101023676;"International Conference on Quality Engineering and Management";conference and proceedings;"21843481";"Universidade do Minho";No;No;0,130;-;4;61;59;1791;22;57;0,37;29,36;43,55;0;26;Portugal;Western Europe;"Universidade do Minho";"2014, 2016, 2018, 2020, 2022, 2024";"Management of Technology and Innovation; Management Science and Operations Research; Safety, Risk, Reliability and Quality; Strategy and Management";"Business, Management and Accounting; Decision Sciences; Engineering"
519;21100933317;"Journal of Information Systems Security";journal;"15510123, 15510808";"Information Institute";No;No;0,129;Q4;3;15;35;431;10;24;0,23;28,73;26,32;0;4;United States;Northern America;"Information Institute";"2019-2024";"Education (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Safety Research (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
520;27928;"Utilitas Mathematica";journal;"03153681";"Utilitas Mathematica Publishing Inc.";No;No;0,129;Q4;34;27;20;499;8;20;0,13;18,48;19,67;0;1;Canada;Northern America;"Utilitas Mathematica Publishing Inc.";"1996-2014, 2016-2024";"Applied Mathematics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
521;4700152816;"Logistics Journal";journal;"18607977";"Wissenschaftliche Gesellschaft fur Technische Logistik";No;No;0,126;Q4;7;26;42;528;13;41;0,30;20,31;20,88;0;3;Germany;Western Europe;"Wissenschaftliche Gesellschaft fur Technische Logistik";"2006, 2009-2024";"Control and Systems Engineering (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
522;19300157106;"International Journal of Internet Manufacturing and Services";journal;"17516056, 17516048";"Inderscience Enterprises Ltd";No;No;0,125;Q4;10;21;52;677;16;52;0,36;32,24;32,00;0;8;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2011, 2013-2024";"Computer Networks and Communications (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Engineering"
523;21101201072;"Proceedings of the IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications, IDAACS";conference and proceedings;"27704262, 27704254";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,125;-;4;0;225;0;107;220;0,48;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2023";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Control and Optimization; Information Systems; Information Systems and Management; Instrumentation; Modeling and Simulation";"Computer Science; Decision Sciences; Mathematics; Physics and Astronomy"
524;21100429166;"Proceedings of the Summer School Francesco Turco";conference and proceedings;"22838996";"AIDI - Italian Association of Industrial Operations Professors";No;No;0,124;-;12;0;272;0;56;269;0,20;0,00;0,00;0;0;Italy;Western Europe;"AIDI - Italian Association of Industrial Operations Professors";"2013-2023";"Business and International Management; Energy Engineering and Power Technology; Fuel Technology; Geochemistry and Petrology; Industrial and Manufacturing Engineering; Management of Technology and Innovation; Management Science and Operations Research; Organizational Behavior and Human Resource Management; Safety, Risk, Reliability and Quality; Strategy and Management; Waste Management and Disposal";"Business, Management and Accounting; Decision Sciences; Earth and Planetary Sciences; Energy; Engineering; Environmental Science"
525;21100400809;"Colloquium in Information Science and Technology, CIST";conference and proceedings;"2327185X, 23271884";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,123;-;20;0;126;0;58;124;0,46;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2015-2018, 2020, 2023";"Computer Science Applications; Information Systems and Management; Management Science and Operations Research; Signal Processing";"Computer Science; Decision Sciences"
526;21101200223;"Moratuwa Engineering Research Conference, MERCon";conference and proceedings;"2691364X, 28315537";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,123;-;2;131;142;2459;41;137;0,29;18,77;40,13;0;49;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2023-2024";"Ceramics and Composites; Civil and Structural Engineering; Computational Mechanics; Computer Networks and Communications; Electrical and Electronic Engineering; Information Systems and Management; Instrumentation; Waste Management and Disposal";"Computer Science; Decision Sciences; Engineering; Environmental Science; Materials Science; Physics and Astronomy"
527;4700152810;"International Journal of Business Process Integration and Management";journal;"17418771, 17418763";"Inderscience Enterprises Ltd";No;No;0,122;Q4;21;14;25;732;6;25;0,33;52,29;48,57;0;3;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2015, 2017-2022, 2024-2025";"Business and International Management (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
528;17600155037;"Journal of Quality";journal;"10220690";"Chinese Society for Quality";No;No;0,122;Q4;10;17;71;588;10;70;0,10;34,59;44,12;0;7;Taiwan;Asiatic Region;"Chinese Society for Quality";"2009-2024";"Management Science and Operations Research (Q4); Safety, Risk, Reliability and Quality (Q4)";"Decision Sciences; Engineering"
529;22303;"Journal of the Operations Research Society of Japan";journal;"04534514";"Operations Research Society of Japan";No;No;0,122;Q4;32;8;37;216;8;37;0,21;27,00;18,75;0;0;Japan;Asiatic Region;"Operations Research Society of Japan";"1996-2024";"Decision Sciences (miscellaneous) (Q4); Management Science and Operations Research (Q4)";"Decision Sciences"
530;19700190357;"Transplant Research and Risk Management";journal;"11791616";"Dove Medical Press Ltd";Yes;No;0,119;Q4;8;2;10;44;1;10;0,14;22,00;44,44;0;1;New Zealand;Pacific Region;"Dove Medical Press Ltd";"2011-2024";"Statistics, Probability and Uncertainty (Q4); Transplantation (Q4)";"Decision Sciences; Medicine"
